DrugID	TargetID
Aranidipine	775
Aranidipine	778
Aranidipine	146
Arbaclofen	9568
Arbaclofen	2550
Arbaclofen Placarbil	2550
Arbaclofen Placarbil	2567
Arbaclofen Placarbil	9568
Arbekacin	98390450
Arbutamine	155
Arbutamine	154
Arbutamine	153
Arbutin	7299
Archexin	207
Ardeparin	3053
Ardeparin	462
Arecoline	1128
Arecoline	1131
Arformoterol	154
Argadin	1118
Argatroban	2147
Argifin	1118
Arginine	435
Arginine	6541
Arginine	4846
Arginine	6545
Arginine	445
Arginine	384
Arginine	84889
Arginine	113451
Arginine	4843
Arginineamide	3739
Argininosuccinate	435
Argininosuccinate	3168176
Arhalofenate	5468
Aripiprazole	3361
Aripiprazole	4986
Aripiprazole	116443
Aripiprazole	2905
Aripiprazole	2903
Aripiprazole	3359
Aripiprazole	2904
Aripiprazole	59340
Aripiprazole	3357
Aripiprazole	3356
Aripiprazole	1814
Aripiprazole	4985
Aripiprazole	6531
Aripiprazole	4988
Aripiprazole	147
Aripiprazole	3354
Aripiprazole	6532
Aripiprazole	3363
Aripiprazole	148
Aripiprazole	2902
Aripiprazole	11255
Aripiprazole	3362
Aripiprazole	1815
Aripiprazole	3269
Aripiprazole	1132
Aripiprazole	3351
Aripiprazole	3352
Aripiprazole	154
Aripiprazole	3358
Aripiprazole	1128
Aripiprazole	1816
Aripiprazole	150
Aripiprazole	153
Aripiprazole	1129
Aripiprazole	1131
Aripiprazole	152
Aripiprazole	3350
Aripiprazole	116444
Aripiprazole	1133
Aripiprazole	151
Aripiprazole	1813
Aripiprazole	3274
Aripiprazole	2906
Aripiprazole	1812
Aripiprazole lauroxil	3269
Aripiprazole lauroxil	1131
Aripiprazole lauroxil	1812
Aripiprazole lauroxil	1815
Aripiprazole lauroxil	3352
Aripiprazole lauroxil	3363
Aripiprazole lauroxil	3351
Aripiprazole lauroxil	152
Aripiprazole lauroxil	3354
Aripiprazole lauroxil	1816
Aripiprazole lauroxil	3356
Aripiprazole lauroxil	1132
Aripiprazole lauroxil	3358
Aripiprazole lauroxil	147
Aripiprazole lauroxil	3359
Aripiprazole lauroxil	3362
Aripiprazole lauroxil	1128
Aripiprazole lauroxil	150
Aripiprazole lauroxil	1133
Aripiprazole lauroxil	3350
Aripiprazole lauroxil	1814
Aripiprazole lauroxil	148
Aripiprazole lauroxil	1129
Aripiprazole lauroxil	1813
Aripiprazole lauroxil	151
Armodafinil	6531
Armodafinil	146
Arotinoid acid	5915
Arotinolol	153
Arotinolol	154
Arotinolol	147
Arotinolol	148
Arotinolol	146
Arsanilic acid	4069
Arsenic trioxide	5595
Arsenic trioxide	3725
Arsenic trioxide	5371
Arsenic trioxide	3551
Arsenic trioxide	5594
Arsenic trioxide	7296
Arsenic trioxide	3065
Arsenic trioxide	1026
Arsenic trioxide	595
Arsenic trioxide	207
Artemether	476
Artenimol	811115
Artenimol	811286
Artenimol	811294
Artenimol	3885761
Artenimol	811501
Artenimol	811274
Artenimol	811551
Artenimol	812891
Artenimol	7846
Artenimol	812881
Artenimol	812984
Artenimol	813431
Artenimol	811564
Artenimol	811266
Artenimol	811658
Artenimol	810242
Artenimol	812874
Artenimol	810317
Artenimol	2655132
Artenimol	3885911
Artenimol	1808
Artenimol	2655483
Artenimol	2655415
Artenimol	2655165
Artenimol	813498
Artenimol	2655116
Artenimol	7791
Artenimol	50809
Artenimol	814043
Artenimol	7536
Artenimol	813843
Artenimol	814237
Artenimol	814233
Artenimol	813785
Artenimol	813771
Artenimol	9221896
Artenimol	2655065
Artenimol	2655418
Artenimol	814305
Artenimol	814534
Artenimol	203068
Artenimol	3956
Artenimol	813502
Artenimol	813569
Artenimol	813983
Artenimol	9221988
Artenimol	3885883
Artenimol	3885942
Artenimol	5230
Artenimol	810497
Artenimol	8444980
Artenimol	1192
Artenimol	26330
Artenimol	10632
Artenimol	814419
Artenimol	812728
Artenimol	814544
Artenimol	3939
Artenimol	54205
Artenimol	813477
Artenimol	7919
Artenimol	3184
Artenimol	213
Artenimol	2655362
Artenimol	6429
Artenimol	226
Artenimol	6141
Artenimol	10382
Artenimol	2597
Artenimol	3315
Artenimol	2023
Artenimol	812947
Artenimol	4869
Artenimol	5034
Artenimol	5052
Artenimol	302
Artenimol	5216
Artenimol	7431
Artenimol	6218
Artenimol	6876
Artenimol	814114
Artenimol	3945
Artenimol	7168
Artenimol	6234
Artenimol	810736
Artenimol	6472
Artenimol	8570
Artenimol	84617
Artenimol	79068
Artenimol	2539
Artenimol	5315
Artenimol	812123
Artenimol	1832
Artenimol	5223
Artenimol	831
Artenimol	1465
Artenimol	2316
Artenimol	814103
Artenimol	814028
Artenimol	812689
Artenimol	1655
Artenimol	812160
Artenimol	4134
Artenimol	4627
Artenimol	6134
Artenimol	1072
Artenimol	2655286
Artenimol	2821
Artenimol	811941
Artenimol	810482
Artenimol	811594
Artenimol	3181
Artenimol	811657
Artenimol	811660
Artenimol	811722
Artenimol	811822
Artenimol	811868
Artenimol	811878
Artenimol	1915
Artenimol	811943
Artenimol	811950
Artenimol	812068
Artenimol	6421
Artenimol	498
Artenimol	6124
Artenimol	814023
Artenimol	9520
Artenimol	8407
Artenimol	71
Artenimol	810997
Artenimol	6223
Artenimol	810848
Artenimol	4190
Artenimol	501
Artenimol	810817
Artenimol	11224
Artenimol	810721
Artenimol	6203
Artenimol	6193
Artenimol	810647
Artenimol	8826
Artenimol	812172
Artenimol	539
Artenimol	9045
Artenimol	6727
Artenimol	7203
Artenimol	812161
Artenimol	3312
Artenimol	7167
Artenimol	812180
Artenimol	812209
Artenimol	6202
Artenimol	812237
Artenimol	6222
Artenimol	6207
Artenimol	810268
Artenimol	810313
Artenimol	3190
Artenimol	810429
Artenimol	6633
Artenimol	6147
Artenimol	6194
Artenimol	5478
Artenimol	810446
Artenimol	810284
Artenimol	810345
Articaine	11280
Articaine	6334
Articaine	6326
Articaine	6328
Articaine	6335
Articaine	6329
Articaine	6323
Articaine	6331
Articaine	6336
Articaine	6332
Arundic acid	155
Arundic acid	6285
Arylacenamide	10682
Arylomycin A2	947040
Arzoxifene	2099
Arzoxifene	2100
Asciminib	25
Ascorbic acid	64175
Ascorbic acid	55217
Ascorbic acid	54681
Ascorbic acid	54583
Ascorbic acid	121642
Ascorbic acid	9962
Ascorbic acid	9963
Ascorbic acid	8284
Ascorbic acid	112399
Ascorbic acid	112398
Ascorbic acid	5066
Ascorbic acid	221120
Ascorbic acid	55239
Ascorbic acid	5352
Ascorbic acid	55214
Ascorbic acid	10536
Ascorbic acid	79676
Ascorbic acid	5264
Ascorbic acid	5351
Ascorbic acid	1621
Ascorbic acid	8424
Ascorbic acid	8985
Ascorbic acid	5033
Asenapine	3362
Asenapine	3361
Asenapine	1814
Asenapine	152
Asenapine	3356
Asenapine	3351
Asenapine	154
Asenapine	3274
Asenapine	1815
Asenapine	1812
Asenapine	3350
Asenapine	3363
Asenapine	151
Asenapine	1813
Asenapine	150
Asenapine	148
Asenapine	3269
Asenapine	153
Asenapine	3357
Asenapine	3358
Asiatic acid	5837
Asimadoline	4986
Asoprisnil	5241
Asparagine	81539
Asparagine	6510
Asparagine	80150
Asparagine	55089
Asparagine	79731
Asparagine	54407
Asparagine	10991
Asparagine	440
Asparagine	4677
Aspartame	83756
Aspartame	80834
Aspartame	7442
Aspartate beryllium trifluoride	946393
Aspartate beryllium trifluoride	58190
Aspartate beryllium trifluoride	945432
Aspartic acid	80150
Aspartic acid	8604
Aspartic acid	443
Aspartic acid	122622
Aspartic acid	55157
Aspartic acid	2904
Aspartic acid	2903
Aspartic acid	444
Aspartic acid	2902
Aspartic acid	95
Aspartic acid	2806
Aspartic acid	10165
Aspartic acid	6505
Aspartic acid	445
Aspartic acid	159
Aspartic acid	10606
Aspartic acid	2805
Aspartic acid	1615
Aspartic acid	440
Aspartic acid	6035
Aspartic acid	4069
Aspartyl-Adenosine-5'-Monophosphate	3169335
Astaxanthin	4792
Astemizole	3757
Astemizole	3269
Astemizole	3756
Astemizole	4137
Asundexian	2160
Ataciguat	4881
Atagabalin	781
Ataluren	1756
Atamparib	25976
Atecegatran metoxil	2147
Atenolol	154
Atenolol	153
Atezolizumab	5133
Atezolizumab	29126
Atibuclimab	929
Aticaprant	4986
Atiprimod	6774
Atiprimod	7124
Atiprimod	3569
Atl146e	135
Atogepant	10203
Atoltivimab	911829
Atomoxetine	2905
Atomoxetine	116443
Atomoxetine	6532
Atomoxetine	2906
Atomoxetine	2904
Atomoxetine	2902
Atomoxetine	3760
Atomoxetine	4986
Atomoxetine	6530
Atomoxetine	116444
Atomoxetine	2903
Atopaxar	2149
Atorvastatin	196
Atorvastatin	9970
Atorvastatin	3156
Atorvastatin	1803
Atorvastatin	3066
Atosiban	554
Atosiban	553
Atosiban	552
Atosiban	5021
Atovaquone	1723
Atpenin A5	945402
Atpenin A5	945300
Atpenin A5	945316
Atpenin A5	945322
Atracurium besylate	1135
Atrasentan	1909
Atreleuton	240
Atropine	2741
Atropine	1133
Atropine	1132
Atropine	1131
Atropine	1137
Atropine	1141
Atropine	1129
Atropine	1128
Auranofin	3551
Auranofin	2101
Auranofin	2104
Auranofin	2103
Auranofin	25824
Aurodox	3168327
Aurothioglucose	111
Aurothioglucose	107
Aurothioglucose	108
Avacincaptad pegol	727
Avacopan	728
Avadomide	51185
Avagacestat	51107
Avagacestat	5663
Avagacestat	83464
Avagacestat	55851
Avagacestat	23385
Avalglucosidase alfa	3482
Avanafil	8654
Avapritinib	5156
Avapritinib	3815
Avasimibe	1066
Avatrombopag	4352
Avelumab	29126
Avexitide	2740
Avoralstat	3817
Avoralstat	3827
Avotaciclib	983
Avutometinib	369
Avutometinib	5894
Avutometinib	673
Axatilimab	1436
Axelopran	4988
Axicabtagene ciloleucel	930
Axitinib	3791
Axitinib	2324
Axitinib	2321
Axitinib	25
Azacitidine	1786
Azaperone	1814
Azaperone	1813
Azatadine	3269
Azathioprine	5471
Azathioprine	5879
Azelaic acid	79644
Azelaic acid	6718
Azelaic acid	6716
Azelaic acid	7299
Azelaic acid	948356
Azelaic acid	6715
Azelaprag	187
Azelastine	3274
Azelastine	5319
Azelastine	3269
Azelastine	4056
Azeliragon	177
Azelnidipine	782
Azemiglitazone	3643
Azilsartan medoxomil	185
Azimilide	3757
Azimilide	3784
Azimilide	3753
Azithromycin	23569
Azoxystrobin	27089
Azoxystrobin	4519
Azoxystrobin	7388
Azoxystrobin	29796
Azoxystrobin	1537
Azoxystrobin	7385
Azoxystrobin	7384
Azoxystrobin	7386
Azoxystrobin	10975
Azoxystrobin	7381
Aztreonam	940139
Aztreonam	944799
Azvudine	1244
Azvudine	5243
Azvudine	9429
B-2-Octylglucoside	945497
B-2-Octylglucoside	7053
B-2-Octylglucoside	67448165
B-2-Octylglucoside	3720801
B-2-Octylglucoside	6010
B-2-Octylglucoside	75170949
B-nonylglucoside	5406
B-nonylglucoside	358
B-nonylglucoside	4284
B-nonylglucoside	1208
B-nonylglucoside	3169672
B-nonylglucoside	3168186
B-nonylglucoside	6010
B-nonylglucoside	3760
B-nonylglucoside	3168993
B-nonylglucoside	947936
B-nonylglucoside	93777720
BENZYL 6-BENZYL-5,7-DIOXO-6,7-DIHYDRO-5H-[1,3]THIAZOLO[3,2-C]PYRIMIDINE-2-CARBOXYLATE	4322
BENZYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE	1508
BETA-METHYLLACTOSIDE	28
BI 2536	5347
BIA	1312
BIIB021	3320
BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE	325
BMS184394	5916
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA	93776850
BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA	945222
BOS172722	7272
BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE	4317
Bacampicillin	947693
Bacampicillin	944843
Bacampicillin	944799
Bacampicillin	945222
Bacampicillin	945455
Bacampicillin	947907
Bacampicillin	945240
Bacitracin	3416
Bacitracin	2
Baclofen	7852
Baclofen	2550
Baclofen	9568
Bafetinib	4067
Bafilomycin A1	523
Bafilomycin B1	523
Baicalein	2739
Baicalein	5550
Baicalein	6402
Baicalein	7124
Baicalein	7498
Baicalein	240
Baicalein	6403
Balaglitazone	5468
Balanol	5566
Balanol Analog 1	5566
Balanol Analog 2	5566
Balicatib	1513
Balipodect	10846
Balovaptan	552
Baloxavir marboxil	956535
Balsalazide	5743
Balsalazide	5742
Balsalazide	5468
Balsalazide	240
Bambuterol	590
Bambuterol	154
Bamlanivimab	43740568
Banoxantrone	7153
Banoxantrone	7155
Barbital	89832
Barbital	2898
Barbital	2554
Barbital	2556
Barbital	2559
Barbital	2891
Barbital	2557
Barbital	2555
Barbital	1137
Barbital	2558
Bardoxolone	841
Bardoxolone	4843
Bardoxolone methyl	4792
Baricitinib	3717
Baricitinib	3718
Baricitinib	7297
Baricitinib	3716
Barnidipine	8912
Barnidipine	8913
Barnidipine	775
Barusiban	5021
Basifungin	3642617
Basiliximab	3559
Basiliximab	3560
Basimglurant	2915
Basmisanil	2558
Batefenterol	154
Batimastat	4314
Batimastat	4317
Batimastat	4321
Batimastat	4325
Batimastat	11096
Batimastat	10863
Bavisant	11255
Baxdrostat	1585
Bazedoxifene	2100
Bazedoxifene	2099
Bb-3497	64146
Bb-3497	947780
Bebtelovimab	43740568
Becaplermin	5156
Becaplermin	5159
Becaplermin	2
Becatecarin	7150
Becatecarin	7153
Becatecarin	7155
Beclomethasone dipropionate	2908
Becocalcidiol	5469
Becocalcidiol	7421
Bedaquiline	886937
Bedoradrine	154
Befiradol	3350
Befunolol	154
Befunolol	153
Begacestat	51107
Begacestat	23385
Begacestat	55851
Begacestat	5663
Begacestat	83464
Belantamab mafodotin	608
Belatacept	941
Belatacept	942
Belimumab	10673
Belinostat	10014
Belinostat	8841
Belinostat	9759
Belinostat	3065
Belinostat	3066
Belinostat	83933
Belinostat	55869
Belinostat	51564
Belinostat	10013
Belinostat	9734
Belinostat	79885
Beloranib	10988
Belotecan	7150
Belumosudil	9475
Belumosudil	6093
Belvarafenib	5894
Belzutifan	2034
Bemcentinib	558
Bemcentinib	43740568
Bemiparin	462
Bemiparin	2159
Bemiparin	3053
Bempedoic acid	47
Benactyzine	1133
Benazepril	1636
Bendazac	5743
Bendazac	5742
Bendroflumethiazide	759
Bendroflumethiazide	3778
Bendroflumethiazide	6559
Bendroflumethiazide	760
Bendroflumethiazide	6557
Bendroflumethiazide	762
Benidipine	8912
Benidipine	776
Benidipine	775
Benidipine	8911
Benidipine	778
Benidipine	773
Benidipine	8913
Benidipine	774
Benidipine	783
Benidipine	785
Benidipine	779
Benidipine	782
Benidipine	784
Benoxaprofen	38
Benralizumab	3568
Benralizumab	2214
Benserazide	1644
Bentazepam	2555
Bentazepam	2559
Bentazepam	55879
Bentazepam	2564
Bentazepam	2557
Bentazepam	2561
Bentazepam	2567
Bentazepam	2563
Bentazepam	2562
Bentazepam	2558
Bentazepam	2556
Bentazepam	2560
Bentazepam	2565
Bentazepam	2566
Bentazepam	2568
Bentazepam	2554
Bentiromide	3249
Benzamidine	5644
Benzamidine	1457
Benzamidine	1632
Benzamidine	475
Benzamidine	5646
Benzamidine	6768
Benzamidine	5328
Benzamidine	5653
Benzamidine	3816
Benzamidine	5645
Benzatropine	6531
Benzatropine	1128
Benzatropine	6530
Benzatropine	6532
Benzatropine	3269
Benzbromarone	4363
Benzbromarone	116085
Benzbromarone	1559
Benzbromarone	1557
Benzbromarone	55107
Benzene Hexacarboxylic Acid	5224
Benzenesulfinic acid	7376
Benzgalantamine	89832
Benzgalantamine	590
Benzgalantamine	43
Benzhydrocodone	4988
Benzimidazole	1253537
Benzimidazole	1859
Benzo[B]Thiophene-2-Boronic Acid	948669
Benzo[B]Thiophene-2-Carboxamidine	5644
Benzocaine	6336
Benzofuran	1258585
Benzoic acid	9367
Benzoic acid	6564
Benzoic acid	1610
Benzoin	1066
Benzonatate	6331
Benzophenone	2099
Benzophenone	2100
Benzoyl peroxide	5578
Benzoyl peroxide	5588
Benzoyl peroxide	6649
Benzoyl peroxide	2876
Benzoyl peroxide	2877
Benzoyl peroxide	5582
Benzoyl peroxide	113451
Benzoyl peroxide	5580
Benzoyl peroxide	5579
Benzoyl peroxide	2882
Benzoyl peroxide	493869
Benzoyl peroxide	5590
Benzoyl peroxide	2878
Benzoyl peroxide	847
Benzoyl peroxide	6648
Benzoyl peroxide	6647
Benzoyl peroxide	2879
Benzoyl peroxide	2880
Benzoyl peroxide	257202
Benzoyl peroxide	5581
Benzoyl peroxide	5584
Benzoyl-tyrosine-alanine-fluoro-methyl ketone	8722
Benzoylformic Acid	54363
Benzphetamine	150
Benzphetamine	148
Benzphetamine	6531
Benzphetamine	6571
Benzquinamide	1133
Benzquinamide	1132
Benzquinamide	3269
Benzquinamide	1128
Benzquinamide	1131
Benzquinamide	1129
Benzthiazide	11238
Benzthiazide	23632
Benzthiazide	762
Benzthiazide	763
Benzthiazide	765
Benzthiazide	761
Benzthiazide	377677
Benzthiazide	766
Benzthiazide	760
Benzthiazide	768
Benzthiazide	6559
Benzthiazide	771
Benzthiazide	759
Benzydamine	5742
Benzydamine	5743
Benzyl N-[(2S)-5-(diaminomethylamino)-1-[[(2S)-4-fluoro-3-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamate	8722
Benzyl benzoate	3991
Benzylamine	5645
Benzylamine	5644
Benzylpenicillin	6565
Benzylpenicillin	947152
Benzylpenicillin	6564
Benzylpenicillin	944799
Benzylpenicillin	9376
Benzylpenicillin	947907
Benzylpenicillin	944843
Benzylpenicilloyl polylysine	2205
Benzylpenicilloyl polylysine	2207
Benzylsulfonic acid	6648
Benzylsulfonic acid	1215
Benzylsulfonic acid	3249
Benzylsulfonic acid	935930
Bepotastine	3269
Bepridil	5136
Bepridil	9254
Bepridil	7134
Bepridil	773
Bepridil	8912
Bepridil	5153
Bepridil	808
Bepridil	476
Bepridil	3784
Bepridil	3757
Beraprost	5739
Berberine	7015
Berberine	332
Berotralstat	3818
Bertilimumab	6356
Berubicin	7153
Berubicin	7155
Berzosertib	545
Beta-(2-Naphthyl)-Alanine	2147
Beta-(2-Naphthyl)-Alanine	8565
Beta-(2-Naphthyl)-Alanine	5300
Beta-D-Fructopyranose	882528
Beta-D-Glucopyranose Spirohydantoin	5837
Beta-D-Glucose	6614
Beta-D-Glucose	53343
Beta-D-Glucose	2595
Beta-D-Glucose	360203
Beta-D-Glucose	882528
Beta-D-Glucose	440021
Beta-D-Glucose	197021
Beta-D-Glucose	948548
Beta-D-Glucose	887007
Beta-D-Glucose	387266
Beta-D-Glucose	948538
Beta-D-Glucose	938356
Beta-D-Glucose	886523
Beta-D-Glucose	8467
Beta-D-Glucose	947922
Beta-D-Glucose	23193
Beta-D-Glucose	937365
Beta-D-Glucose	1463
Beta-D-Glucose	4151
Beta-D-Glucose	8347871
Beta-D-Glucose	3456
Beta-D-Glucose	279
Beta-D-Glucose	6441
Beta-D-Glucose	1253712
Beta-D-Glucose	947447
Beta-D-Glucose	2645
Beta-D-Glucose	944856
Beta-D-Glucose	10007
Beta-D-Glucose	653499
Beta-D-Glucose	5836
Beta-D-Glucose	1255757
Beta-D-Glucose	945870
Beta-D-Glucose	2548
Beta-D-Glucose	3957
Beta-D-Glucose	1262799
Beta-D-Glucose	949041
Beta-D-Glucose	948658
Beta-D-Glucose	3098
Beta-D-Glucose	280
Beta-D-Glucose	5742
Beta-D-Glucose	946700
Beta-D-Glucose	24255210
Beta-D-Glucose	946858
Beta-D-Glucose	5837
Beta-L-Arabinose	946409
Betadex	948538
Betahistine	11255
Betahistine	3269
Betaine	635
Betaine aldehyde	945876
Betamethasone	2908
Betamethasone phosphate	301
Betamethasone phosphate	2908
Betaxolol	154
Betaxolol	153
Betazole	3274
Bethanechol	1128
Bethanechol	1131
Bethanechol	1133
Bethanechol	1129
Bethanechol	1132
Bethanidine	3758
Bethanidine	152
Bethanidine	151
Bethanidine	154
Bethanidine	150
Bethanidine	153
Bethanidine	155
Betrixaban	2159
Betulin	5837
Betulinic Acid	2703462
Bevacizumab	2214
Bevacizumab	2209
Bevacizumab	9103
Bevacizumab	712
Bevacizumab	2212
Bevacizumab	714
Bevacizumab	713
Bevacizumab	2213
Bevacizumab	7422
Bevantolol	154
Bevantolol	153
Bevantolol	148
Bevantolol	1813
Bevasiranib	7422
Bevirimat	155348
Bexagliflozin	6524
Bexarotene	6256
Bexarotene	6258
Bexarotene	6257
Bezafibrate	6256
Bezafibrate	5468
Bezafibrate	8856
Bezafibrate	6257
Bezafibrate	5467
Bezafibrate	6258
Bezafibrate	5465
Bezuclastinib	3815
Bicalutamide	367
Bicifadine	6530
Bicifadine	1813
Bicifadine	6532
Bicine	886142
Bicine	5340
Bicine	947184
Bifemelane	4128
Bifeprunox	3350
Bifeprunox	1813
Bifonazole	1555
Bifonazole	3641571
Bilastine	3269
Biliverdine IX Alpha	4151
Biliverdine IX Alpha	3162
Biliverdine IX Alpha	645
Bimatoprost	5737
Bimatoprost	5731
Bimatoprost	5733
Bimekizumab	112744
Bimekizumab	3605
Bimiralisib	5294
Bimiralisib	2475
Bimiralisib	5291
Bimoclomol	3297
Bimoclomol	3304
Bimosiamose	6401
Bindarit	6347
Binimetinib	5605
Binimetinib	5604
Binodenoson	135
Biochanin A	1588
Biochanin A	2101
Biochanin A	2194
Biopterin	1719
Biopterin	6697
Biopterin	5805
Biopterin	64146
Biotin	56922
Biotin	64087
Biotin	5095
Biotin	31
Biotin	5091
Biotin	32
Biotin	5096
Biotin	3141
Bioymifi	8795
Biperiden	1128
Birabresib	23476
Birabresib	6046
Biricodar	5243
Biricodar	9429
Biricodar	340273
Biricodar	4363
Birinapant	329
Birinapant	331
Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone	5644
Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate	5644
Bis(5-Amidino-2-Benzimidazolyl)Methanone	5644
Bis(5-Amidino-Benzimidazolyl)Methane	5644
Bis(Adenosine)-5'-Pentaphosphate	945097
Bis(Adenosine)-5'-Pentaphosphate	204
Bis(Adenosine)-5'-Pentaphosphate	938508
Bis(Adenosine)-5'-Pentaphosphate	158067
Bis(Adenosine)-5'-Pentaphosphate	203
Bis(Adenosine)-5'-Triphosphate	949060
Bis(N-maleimidomethyl)ether	878046
Bis-1,2-{[(Z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane	325
Bis-Benzamidine	5644
Bis-Napthyl Beta-Ketophosphonic Acid	1511
Bisacodyl	476
Bisacodyl	480
Bisacodyl	477
Bisacodyl	486
Bisacodyl	360
Bisacodyl	483
Bisacodyl	478
Bisacodyl	481
Bisacodyl	482
Bisegliptin	1803
Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]	945778
Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]	947569
Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]	1728
Bisindolylmaleimide I	1111
Bisindolylmaleimide I	5600
Bisindolylmaleimide I	5584
Bisindolylmaleimide I	45025515
Bisindolylmaleimide I	5594
Bisindolylmaleimide I	6446
Bisindolylmaleimide I	2932
Bisindolylmaleimide I	891
Bisindolylmaleimide I	6093
Bisindolylmaleimide I	5590
Bisindolylmaleimide I	207
Bisindolylmaleimide I	5170
Bisindolylmaleimide I	5582
Bisindolylmaleimide I	3932
Bisindolylmaleimide I	983
Bisindolylmaleimide I	5599
Bisindolylmaleimide I	1432
Bisindolylmaleimide I	6300
Bisindolylmaleimide I	5292
Bisindolylmaleimide VIII	5170
Bisindolylmaleimide VIII	1760
Bisoprolol	154
Bisoprolol	153
Bisphenol A	367
Bisphenol A	2104
Bisphenol A	2100
Bisphenol A diglycidyl ether	117144
Bisphenol Z	2104
Bithionol	824
Bithionol	2100
Bithionol	2099
Bithionol	4170
Bitolterol	155
Bitolterol	154
Bivalirudin	2147
Bivatuzumab	960
Blarcamesine	1128
Blarcamesine	10280
Bleomycin	3978
Bleomycin	3980
Blinatumomab	930
Blinatumomab	915
Blonanserin	1813
Blonanserin	1814
Blonanserin	3356
Boldenone	367
Boldenone undecylenate	367
Boldione	1588
Bombesin	680
Bombesin	2925
Bombesin	4829
Bopindolol	3350
Bopindolol	153
Bopindolol	154
Bopindolol	155
Bopindolol	3351
Borneol	162514
Bortezomib	5689
Bortezomib	5644
Bortezomib	5693
Bosentan	1910
Bosentan	1909
Bosutinib	5605
Bosutinib	6714
Bosutinib	5604
Bosutinib	7006
Bosutinib	9748
Bosutinib	2268
Bosutinib	10746
Bosutinib	4067
Bosutinib	3055
Bosutinib	818
Bosutinib	25
Bradanicline	89832
Bradykinin	624
Branaplam	6607
Branebrutinib	695
Brasofensine	6532
Brasofensine	1813
Brefeldin A	375
Brefeldin A	9266
Bremelanotide	4157
Bremelanotide	4158
Bremelanotide	4159
Bremelanotide	4161
Bremelanotide	4160
Brentuximab vedotin	943
Brequinar	1723
Brequinar Analog	1723
Bretylium	153
Bretylium	476
Brexanolone	2556
Brexanolone	2563
Brexanolone	2559
Brexanolone	2564
Brexanolone	2557
Brexanolone	2568
Brexanolone	2567
Brexanolone	2561
Brexanolone	2558
Brexanolone	55879
Brexanolone	2560
Brexanolone	2566
Brexanolone	2562
Brexanolone	2554
Brexanolone	2555
Brexanolone	2565
Brexpiprazole	146
Brexpiprazole	148
Brexpiprazole	1128
Brexpiprazole	152
Brexpiprazole	1813
Brexpiprazole	3356
Brexpiprazole	3269
Brexpiprazole	147
Brexpiprazole	3357
Brexpiprazole	3350
Brexpiprazole	1814
Brexpiprazole	3363
Brexucabtagene autoleucel	930
Briakinumab	51561
